SEF	0.0.1
ID	FORTWILLIAM
Name	Fort William
Lat	56.82
Lon	-5.11
Alt	
Source	
Repo	
Var	msl pressure
Units	hPa
Meta	PTC=T,PGC=T
Year	Month	Day	HHMM	TimeF	Value	Meta
1902	3	23	 500	0	992.5	
1902	3	23	 600	0	993.2	
1902	3	23	 700	0	994.0	
1902	3	23	 800	0	994.6	
1902	3	23	 900	0	995.2	
1902	3	23	1000	0	995.6	
1902	3	23	1100	0	995.8	
1902	3	23	1200	0	996.4	
1902	3	23	1300	0	996.5	
1902	3	23	1400	0	997.2	
1902	3	23	1500	0	997.3	
1902	3	23	1600	0	997.8	
1902	3	23	1700	0	998.3	
1902	3	23	1800	0	998.4	
1902	3	23	1900	0	999.0	
1902	3	23	2000	0	999.4	
1902	3	23	2100	0	999.4	
1902	3	23	2200	0	999.5	
1902	3	23	2300	0	999.5	
1902	3	23	2400	0	999.4	
1902	3	24	 100	0	999.1	
1902	3	24	 200	0	998.9	
1902	3	24	 300	0	998.2	
1902	3	24	 400	0	997.6	
1902	3	24	 500	0	997.2	
1902	3	24	 600	0	996.7	
1902	3	24	 700	0	996.1	
1902	3	24	 800	0	995.4	
1902	3	24	 900	0	994.6	
1902	3	24	1000	0	993.8	
1902	3	24	1100	0	993.2	
1902	3	24	1200	0	992.1	
1902	3	24	1300	0	991.6	
1902	3	24	1400	0	990.6	
1902	3	24	1500	0	989.9	
1902	3	24	1600	0	989.8	
1902	3	24	1700	0	989.7	
1902	3	24	1800	0	990.1	
1902	3	24	1900	0	990.7	
1902	3	24	2000	0	991.8	
1902	3	24	2100	0	992.6	
1902	3	24	2200	0	993.5	
1902	3	24	2300	0	994.1	
1902	3	24	2400	0	995.2	
1902	3	25	 100	0	995.9	
1902	3	25	 200	0	996.6	
1902	3	25	 300	0	997.5	
1902	3	25	 400	0	998.3	
1902	3	25	 500	0	999.3	
1902	3	25	 600	0	1000.2	
1902	3	25	 700	0	1000.9	
1902	3	25	 800	0	1001.2	
1902	3	25	 900	0	1001.8	
1902	3	25	1000	0	1002.4	
1902	3	25	1100	0	1002.2	
1902	3	25	1200	0	1002.3	
1902	3	25	1300	0	1002.9	
1902	3	25	1400	0	1003.2	
1902	3	25	1500	0	1003.8	
1902	3	25	1600	0	1003.8	
1902	3	25	1700	0	1004.1	
1902	3	25	1800	0	1004.7	
1902	3	25	1900	0	1004.9	
1902	3	25	2000	0	1005.2	
1902	3	25	2100	0	1005.2	
1902	3	25	2200	0	1005.0	
1902	3	25	2300	0	1005.0	
1902	3	25	2400	0	1005.3	
1902	3	26	 100	0	1004.9	
1902	3	26	 200	0	1005.8	
1902	3	26	 300	0	1005.5	
1902	3	26	 400	0	1006.0	
1902	3	26	 500	0	1005.9	
1902	3	26	 600	0	1005.9	
1902	3	26	 700	0	1006.3	
1902	3	26	 800	0	1006.4	
1902	3	26	 900	0	1006.6	
1902	3	26	1000	0	1006.9	
1902	3	26	1100	0	1007.1	
1902	3	26	1200	0	1007.2	
1902	3	26	1300	0	1007.5	
1902	3	26	1400	0	1007.1	
1902	3	26	1500	0	1006.8	
1902	3	26	1600	0	1006.3	
1902	3	26	1700	0	1005.9	
1902	3	26	1800	0	1005.8	
1902	3	26	1900	0	1005.5	
1902	3	26	2000	0	1005.2	
1902	3	26	2100	0	1004.8	
1902	3	26	2200	0	1004.4	
1902	3	26	2300	0	1004.1	
1902	3	26	2400	0	1004.0	
1902	3	27	 100	0	1004.0	
1902	3	27	 200	0	1003.8	
1902	3	27	 300	0	1003.6	
1902	3	27	 400	0	1002.9	
1902	3	27	 500	0	1003.1	
1902	3	27	 600	0	1003.1	
1902	3	27	 700	0	1003.2	
1902	3	27	 800	0	1003.3	
1902	3	27	 900	0	1003.5	
1902	3	27	1000	0	1003.4	
1902	3	27	1100	0	1004.1	
1902	3	27	1200	0	1004.6	
1902	3	27	1300	0	1004.7	
1902	3	27	1400	0	1005.2	
1902	3	27	1500	0	1005.5	
1902	3	27	1600	0	1005.8	
1902	3	27	1700	0	1006.3	
1902	3	27	1800	0	1007.0	
1902	3	27	1900	0	1007.5	
1902	3	27	2000	0	1008.0	
1902	3	27	2100	0	1008.3	
1902	3	27	2200	0	1008.7	
1902	3	27	2300	0	1009.1	
1902	3	27	2400	0	1009.5	
1902	3	28	 100	0	1009.5	
1902	3	28	 200	0	1009.5	
1902	3	28	 300	0	1009.5	
1902	3	28	 400	0	1010.1	
1902	3	28	 500	0	1009.8	
1902	3	28	 600	0	1009.6	
1902	3	28	 700	0	1009.7	
1902	3	28	 800	0	1009.7	
1902	3	28	 900	0	1009.7	
1902	3	28	1000	0	1009.9	
1902	3	28	1100	0	1009.9	
1902	3	28	1200	0	1010.3	
1902	3	28	1300	0	1010.9	
1902	3	28	1400	0	1011.1	
1902	3	28	1500	0	1011.3	
1902	3	28	1600	0	1011.1	
1902	3	28	1700	0	1010.6	
1902	3	28	1800	0	1010.8	
1902	3	28	1900	0	1010.6	
1902	3	28	2000	0	1010.3	
1902	3	28	2100	0	1009.5	
1902	3	28	2200	0	1008.6	
1902	3	28	2300	0	1008.1	
1902	3	28	2400	0	1007.0	
1902	3	29	 100	0	1005.8	
1902	3	29	 200	0	1004.7	
1902	3	29	 300	0	1003.6	
1902	3	29	 400	0	1001.9	
1902	3	29	 500	0	1000.8	
1902	3	29	 600	0	999.3	
1902	3	29	 700	0	998.2	
1902	3	29	 800	0	997.7	
1902	3	29	 900	0	997.6	
1902	3	29	1000	0	998.3	
1902	3	29	1100	0	999.8	
1902	3	29	1200	0	1000.6	
1902	3	29	1300	0	1001.7	
1902	3	29	1400	0	1003.0	
1902	3	29	1500	0	1004.3	
1902	3	29	1600	0	1005.1	
1902	3	29	1700	0	1006.5	
1902	3	29	1800	0	1007.8	
1902	3	29	1900	0	1009.1	
1902	3	29	2000	0	1010.3	
1902	3	29	2100	0	1010.4	
1902	3	29	2200	0	1011.4	
1902	3	29	2300	0	1012.4	
1902	3	29	2400	0	1012.8	
1902	3	30	 100	0	1012.9	
1902	3	30	 200	0	1013.1	
1902	3	30	 300	0	1013.3	
1902	3	30	 400	0	1013.3	
1902	3	30	 500	0	1012.6	
1902	3	30	 600	0	1012.9	
1902	3	30	 700	0	1013.2	
1902	3	30	 800	0	1013.8	
1902	3	30	 900	0	1013.9	
1902	3	30	1000	0	1013.7	
1902	3	30	1100	0	1013.8	
1902	3	30	1200	0	1013.5	
1902	3	30	1300	0	1013.1	
1902	3	30	1400	0	1012.5	
1902	3	30	1500	0	1012.0	
1902	3	30	1600	0	1011.1	
1902	3	30	1700	0	1011.0	
1902	3	30	1800	0	1010.6	
1902	3	30	1900	0	1010.0	
1902	3	30	2000	0	1009.5	
1902	3	30	2100	0	1009.3	
1902	3	30	2200	0	1009.3	
1902	3	30	2300	0	1008.2	
1902	3	30	2400	0	1006.8	
1902	3	31	 100	0	1006.0	
1902	3	31	 200	0	1005.0	
1902	3	31	 300	0	1003.8	
1902	3	31	 400	0	1003.4	
1902	3	31	 500	0	1003.0	
1902	3	31	 600	0	1002.8	
1902	3	31	 700	0	1002.3	
1902	3	31	 800	0	1002.3	
1902	3	31	 900	0	1002.1	
1902	3	31	1000	0	1001.9	
1902	3	31	1100	0	1001.7	
1902	3	31	1200	0	1001.5	
1902	3	31	1300	0	1001.6	
1902	3	31	1400	0	1001.2	
1902	3	31	1500	0	1000.7	
1902	3	31	1600	0	1000.1	
1902	3	31	1700	0	999.7	
1902	3	31	1800	0	999.4	
1902	3	31	1900	0	999.0	
1902	3	31	2000	0	998.5	
1902	3	31	2100	0	997.8	
1902	3	31	2200	0	997.3	
1902	3	31	2300	0	996.6	
1902	3	31	2400	0	996.3	
1902	4	1	 100	0	995.4	
1902	4	1	 200	0	995.2	
1902	4	1	 300	0	995.0	
1902	4	1	 400	0	994.5	
1902	4	1	 500	0	993.8	
1902	4	1	 600	0	993.4	
1902	4	1	 700	0	993.2	
1902	4	1	 800	0	992.9	
1902	4	1	 900	0	993.2	
1902	4	1	1000	0	993.3	
1902	4	1	1100	0	994.0	
1902	4	1	1200	0	994.9	
1902	4	1	1300	0	995.4	
1902	4	1	1400	0	996.1	
1902	4	1	1500	0	996.8	
1902	4	1	1600	0	997.1	
1902	4	1	1700	0	998.1	
1902	4	1	1800	0	998.8	
1902	4	1	1900	0	999.3	
1902	4	1	2000	0	999.9	
1902	4	1	2100	0	1000.6	
1902	4	1	2200	0	1001.0	
1902	4	1	2300	0	1001.3	
1902	4	1	2400	0	1001.9	
1902	4	2	 100	0	1002.4	
1902	4	2	 200	0	1002.7	
1902	4	2	 300	0	1003.0	
1902	4	2	 400	0	1003.4	
1902	4	2	 500	0	1003.9	
1902	4	2	 600	0	1004.4	
1902	4	2	 700	0	1004.9	
1902	4	2	 800	0	1005.3	
1902	4	2	 900	0	1005.7	
1902	4	2	1000	0	1006.0	
1902	4	2	1100	0	1006.1	
1902	4	2	1200	0	1005.9	
1902	4	2	1300	0	1005.7	
1902	4	2	1400	0	1005.6	
1902	4	2	1500	0	1004.7	
1902	4	2	1600	0	1004.4	
1902	4	2	1700	0	1003.8	
1902	4	2	1800	0	1003.5	
1902	4	2	1900	0	1003.2	
1902	4	2	2000	0	1002.9	
1902	4	2	2100	0	1002.2	
1902	4	2	2200	0	1001.5	
1902	4	2	2300	0	1000.8	
1902	4	2	2400	0	1000.8	
1902	4	3	 100	0	1000.0	
1902	4	3	 200	0	999.4	
1902	4	3	 300	0	999.1	
1902	4	3	 400	0	999.4	
1902	4	3	 500	0	999.8	
1902	4	3	 600	0	1000.8	
1902	4	3	 700	0	1000.6	
1902	4	3	 800	0	1000.5	
1902	4	3	 900	0	1000.6	
1902	4	3	1000	0	999.8	
1902	4	3	1100	0	999.8	
1902	4	3	1200	0	999.6	
1902	4	3	1300	0	999.2	
1902	4	3	1400	0	998.9	
1902	4	3	1500	0	998.4	
1902	4	3	1600	0	997.9	
1902	4	3	1700	0	997.8	
1902	4	3	1800	0	998.0	
1902	4	3	1900	0	998.6	
1902	4	3	2000	0	998.9	
1902	4	3	2100	0	998.5	
1902	4	3	2200	0	998.1	
1902	4	3	2300	0	997.1	
1902	4	3	2400	0	996.1	
1902	4	4	 100	0	995.5	
1902	4	4	 200	0	996.1	
1902	4	4	 300	0	996.6	
1902	4	4	 400	0	996.5	
1902	4	4	 500	0	997.1	
1902	4	4	 600	0	998.2	
1902	4	4	 700	0	999.9	
1902	4	4	 800	0	1001.8	
1902	4	4	 900	0	1003.5	
1902	4	4	1000	0	1004.5	
1902	4	4	1100	0	1005.1	
1902	4	4	1200	0	1005.5	
1902	4	4	1300	0	1006.3	
1902	4	4	1400	0	1006.4	
1902	4	4	1500	0	1007.0	
1902	4	4	1600	0	1007.6	
1902	4	4	1700	0	1008.4	
1902	4	4	1800	0	1008.9	
1902	4	4	1900	0	1009.7	
1902	4	4	2000	0	1010.0	
1902	4	4	2100	0	1010.6	
1902	4	4	2200	0	1010.6	
1902	4	4	2300	0	1011.0	
1902	4	4	2400	0	1011.0	
1902	4	5	 100	0	1011.3	
1902	4	5	 200	0	1011.6	
1902	4	5	 300	0	1011.8	
1902	4	5	 400	0	1011.9	
1902	4	5	 500	0	1012.0	
1902	4	5	 600	0	1012.2	
1902	4	5	 700	0	1012.4	
1902	4	5	 800	0	1013.0	
1902	4	5	 900	0	1013.1	
1902	4	5	1000	0	1013.6	
1902	4	5	1100	0	1013.9	
1902	4	5	1200	0	1014.2	
1902	4	5	1300	0	1014.2	
1902	4	5	1400	0	1015.0	
1902	4	5	1500	0	1015.0	
1902	4	5	1600	0	1015.1	
1902	4	5	1700	0	1015.9	
1902	4	5	1800	0	1016.0	
1902	4	5	1900	0	1016.6	
1902	4	5	2000	0	1017.7	
1902	4	5	2100	0	1018.4	
1902	4	5	2200	0	1018.7	
1902	4	5	2300	0	1019.4	
1902	4	5	2400	0	1020.2	
1902	4	6	 100	0	1020.7	
1902	4	6	 200	0	1021.1	
1902	4	6	 300	0	1021.3	
1902	4	6	 400	0	1021.6	
1902	4	6	 500	0	1022.1	
1902	4	6	 600	0	1022.7	
1902	4	6	 700	0	1023.2	
1902	4	6	 800	0	1023.5	
1902	4	6	 900	0	1023.8	
1902	4	6	1000	0	1024.4	
1902	4	6	1100	0	1024.9	
1902	4	6	1200	0	1025.1	
1902	4	6	1300	0	1025.3	
1902	4	6	1400	0	1025.4	
1902	4	6	1500	0	1025.4	
1902	4	6	1600	0	1025.4	
1902	4	6	1700	0	1025.7	
1902	4	6	1800	0	1025.8	
1902	4	6	1900	0	1026.0	
1902	4	6	2000	0	1026.6	
1902	4	6	2100	0	1026.9	
1902	4	6	2200	0	1027.1	
1902	4	6	2300	0	1027.7	
1902	4	6	2400	0	1027.9	
1902	4	7	 100	0	1028.1	
1902	4	7	 200	0	1028.3	
1902	4	7	 300	0	1028.3	
1902	4	7	 400	0	1028.2	
1902	4	7	 500	0	1028.2	
1902	4	7	 600	0	1028.3	
1902	4	7	 700	0	1028.3	
1902	4	7	 800	0	1028.5	
1902	4	7	 900	0	1028.5	
1902	4	7	1000	0	1028.1	
1902	4	7	1100	0	1028.0	
1902	4	7	1200	0	1027.7	
1902	4	7	1300	0	1027.5	
1902	4	7	1400	0	1027.2	
1902	4	7	1500	0	1026.9	
1902	4	7	1600	0	1026.5	
1902	4	7	1700	0	1026.1	
1902	4	7	1800	0	1026.1	
1902	4	7	1900	0	1026.0	
1902	4	7	2000	0	1026.2	
1902	4	7	2100	0	1026.0	
1902	4	7	2200	0	1025.9	
1902	4	7	2300	0	1025.8	
1902	4	7	2400	0	1025.8	
1902	4	8	 100	0	1025.4	
1902	4	8	 200	0	1025.1	
1902	4	8	 300	0	1024.8	
1902	4	8	 400	0	1024.8	
1902	4	8	 500	0	1024.5	
1902	4	8	 600	0	1024.7	
1902	4	8	 700	0	1024.7	
1902	4	8	 800	0	1024.8	
1902	4	8	 900	0	1024.3	
1902	4	8	1000	0	1024.2	
1902	4	8	1100	0	1023.5	
1902	4	8	1200	0	1023.2	
1902	4	8	1300	0	1022.9	
1902	4	8	1400	0	1022.6	
1902	4	8	1500	0	1022.4	
1902	4	8	1600	0	1022.4	
1902	4	8	1700	0	1022.1	
1902	4	8	1800	0	1022.3	
1902	4	8	1900	0	1022.4	
1902	4	8	2000	0	1022.9	
1902	4	8	2100	0	1023.1	
1902	4	8	2200	0	1023.6	
1902	4	8	2300	0	1023.7	
1902	4	8	2400	0	1024.1	
1902	4	9	 100	0	1024.0	
1902	4	9	 200	0	1024.2	
1902	4	9	 300	0	1024.1	
1902	4	9	 400	0	1024.2	
1902	4	9	 500	0	1024.2	
1902	4	9	 600	0	1024.5	
1902	4	9	 700	0	1024.6	
1902	4	9	 800	0	1024.9	
1902	4	9	 900	0	1024.8	
1902	4	9	1000	0	1024.7	
1902	4	9	1100	0	1024.3	
1902	4	9	1200	0	1024.1	
1902	4	9	1300	0	1023.9	
1902	4	9	1400	0	1023.8	
1902	4	9	1500	0	1023.6	
1902	4	9	1600	0	1023.5	
1902	4	9	1700	0	1023.4	
1902	4	9	1800	0	1023.7	
1902	4	9	1900	0	1024.0	
1902	4	9	2000	0	1024.4	
1902	4	9	2100	0	1024.4	
1902	4	9	2200	0	1024.6	
1902	4	9	2300	0	1024.7	
1902	4	9	2400	0	1024.8	
1902	4	10	 100	0	1024.6	
1902	4	10	 200	0	1024.8	
1902	4	10	 300	0	1024.8	
1902	4	10	 400	0	1025.2	
1902	4	10	 500	0	1025.4	
1902	4	10	 600	0	1025.5	
1902	4	10	 700	0	1025.5	
1902	4	10	 800	0	1025.3	
1902	4	10	 900	0	1025.2	
1902	4	10	1000	0	1024.9	
1902	4	10	1100	0	1024.5	
1902	4	10	1200	0	1024.2	
1902	4	10	1300	0	1023.8	
1902	4	10	1400	0	1023.3	
1902	4	10	1500	0	1023.0	
1902	4	10	1600	0	1023.4	
1902	4	10	1700	0	1023.3	
1902	4	10	1800	0	1023.2	
1902	4	10	1900	0	1023.3	
1902	4	10	2000	0	1023.7	
1902	4	10	2100	0	1023.8	
1902	4	10	2200	0	1023.4	
1902	4	10	2300	0	1023.3	
1902	4	10	2400	0	1023.3	
1902	4	11	 100	0	1022.9	
1902	4	11	 200	0	1022.4	
1902	4	11	 300	0	1021.8	
1902	4	11	 400	0	1021.2	
1902	4	11	 500	0	1020.6	
1902	4	11	 600	0	1020.2	
1902	4	11	 700	0	1019.4	
1902	4	11	 800	0	1019.1	
1902	4	11	 900	0	1018.3	
1902	4	11	1000	0	1017.7	
1902	4	11	1100	0	1016.6	
1902	4	11	1200	0	1016.4	
1902	4	11	1300	0	1016.0	
1902	4	11	1400	0	1015.3	
1902	4	11	1500	0	1014.7	
1902	4	11	1600	0	1014.5	
1902	4	11	1700	0	1014.2	
1902	4	11	1800	0	1014.3	
1902	4	11	1900	0	1014.4	
1902	4	11	2000	0	1014.6	
1902	4	11	2100	0	1014.7	
1902	4	11	2200	0	1014.5	
1902	4	11	2300	0	1014.1	
1902	4	11	2400	0	1013.5	
1902	4	12	 100	0	1013.1	
1902	4	12	 200	0	1012.6	
1902	4	12	 300	0	1011.7	
1902	4	12	 400	0	1011.1	
1902	4	12	 500	0	1010.9	
1902	4	12	 600	0	1011.0	
1902	4	12	 700	0	1011.0	
1902	4	12	 800	0	1010.7	
1902	4	12	 900	0	1010.1	
1902	4	12	1000	0	1009.9	
1902	4	12	1100	0	1009.6	
1902	4	12	1200	0	1009.6	
1902	4	12	1300	0	1009.1	
1902	4	12	1400	0	1008.5	
1902	4	12	1500	0	1008.0	
1902	4	12	1600	0	1007.6	
1902	4	12	1700	0	1007.2	
1902	4	12	1800	0	1007.0	
1902	4	12	1900	0	1006.9	
1902	4	12	2000	0	1007.1	
1902	4	12	2100	0	1007.1	
1902	4	12	2200	0	1007.3	
1902	4	12	2300	0	1007.3	
1902	4	12	2400	0	1007.5	
1902	4	13	 100	0	1007.4	
1902	4	13	 200	0	1007.4	
1902	4	13	 300	0	1007.3	
1902	4	13	 400	0	1007.4	
1902	4	13	 500	0	1007.2	
1902	4	13	 600	0	1007.4	
1902	4	13	 700	0	1007.3	
1902	4	13	 800	0	1007.2	
1902	4	13	 900	0	1006.8	
1902	4	13	1000	0	1006.4	
1902	4	13	1100	0	1005.5	
1902	4	13	1200	0	1005.3	
1902	4	13	1300	0	1004.9	
1902	4	13	1400	0	1004.8	
1902	4	13	1500	0	1004.9	
1902	4	13	1600	0	1004.7	
1902	4	13	1700	0	1004.1	
1902	4	13	1800	0	1004.2	
1902	4	13	1900	0	1004.0	
1902	4	13	2000	0	1004.7	
1902	4	13	2100	0	1005.1	
1902	4	13	2200	0	1006.0	
1902	4	13	2300	0	1006.7	
1902	4	13	2400	0	1007.3	
1902	4	14	 100	0	1007.1	
1902	4	14	 200	0	1007.6	
1902	4	14	 300	0	1007.4	
1902	4	14	 400	0	1007.2	
1902	4	14	 500	0	1007.3	
1902	4	14	 600	0	1007.6	
1902	4	14	 700	0	1007.6	
1902	4	14	 800	0	1008.3	
1902	4	14	 900	0	1008.4	
1902	4	14	1000	0	1008.5	
1902	4	14	1100	0	1008.4	
1902	4	14	1200	0	1008.3	
1902	4	14	1300	0	1008.1	
1902	4	14	1400	0	1008.1	
1902	4	14	1500	0	1008.3	
1902	4	14	1600	0	1008.1	
1902	4	14	1700	0	1007.7	
1902	4	14	1800	0	1007.5	
1902	4	14	1900	0	1008.0	
1902	4	14	2000	0	1008.5	
1902	4	14	2100	0	1008.7	
1902	4	14	2200	0	1008.8	
1902	4	14	2300	0	1009.1	
1902	4	14	2400	0	1009.4	
1902	4	15	 100	0	1009.5	
1902	4	15	 200	0	1009.3	
1902	4	15	 300	0	1009.1	
1902	4	15	 400	0	1009.2	
1902	4	15	 500	0	1009.2	
1902	4	15	 600	0	1009.4	
1902	4	15	 700	0	1009.5	
1902	4	15	 800	0	1009.7	
1902	4	15	 900	0	1009.4	
1902	4	15	1000	0	1009.2	
1902	4	15	1100	0	1008.7	
1902	4	15	1200	0	1008.6	
1902	4	15	1300	0	1007.9	
1902	4	15	1400	0	1007.5	
1902	4	15	1500	0	1007.0	
1902	4	15	1600	0	1006.2	
1902	4	15	1700	0	1006.2	
1902	4	15	1800	0	1006.4	
1902	4	15	1900	0	1006.5	
1902	4	15	2000	0	1006.7	
1902	4	15	2100	0	1006.4	
1902	4	15	2200	0	1006.3	
1902	4	15	2300	0	1006.3	
1902	4	15	2400	0	1006.5	
1902	4	16	 100	0	1006.7	
1902	4	16	 200	0	1007.0	
1902	4	16	 300	0	1007.2	
1902	4	16	 400	0	1007.7	
1902	4	16	 500	0	1008.1	
1902	4	16	 600	0	1008.9	
1902	4	16	 700	0	1009.2	
1902	4	16	 800	0	1009.8	
1902	4	16	 900	0	1009.9	
1902	4	16	1000	0	1010.6	
1902	4	16	1100	0	1010.8	
1902	4	16	1200	0	1011.2	
1902	4	16	1300	0	1011.1	
1902	4	16	1400	0	1011.4	
1902	4	16	1500	0	1011.6	
1902	4	16	1600	0	1011.9	
1902	4	16	1700	0	1011.8	
1902	4	16	1800	0	1011.9	
1902	4	16	1900	0	1012.3	
1902	4	16	2000	0	1012.6	
1902	4	16	2100	0	1012.6	
1902	4	16	2200	0	1012.6	
1902	4	16	2300	0	1012.7	
1902	4	16	2400	0	1012.7	
1902	4	17	 100	0	1012.7	
1902	4	17	 200	0	1012.5	
1902	4	17	 300	0	1012.3	
1902	4	17	 400	0	1012.0	
1902	4	17	 500	0	1011.8	
1902	4	17	 600	0	1012.0	
1902	4	17	 700	0	1012.1	
1902	4	17	 800	0	1012.0	
1902	4	17	 900	0	1012.1	
1902	4	17	1000	0	1012.2	
1902	4	17	1100	0	1012.1	
1902	4	17	1200	0	1012.1	
1902	4	17	1300	0	1011.9	
1902	4	17	1400	0	1011.7	
1902	4	17	1500	0	1011.8	
1902	4	17	1600	0	1011.9	
1902	4	17	1700	0	1011.9	
1902	4	17	1800	0	1012.1	
1902	4	17	1900	0	1012.4	
1902	4	17	2000	0	1012.9	
1902	4	17	2100	0	1013.2	
1902	4	17	2200	0	1013.6	
1902	4	17	2300	0	1013.5	
1902	4	17	2400	0	1013.5	
1902	4	18	 100	0	1013.4	
1902	4	18	 200	0	1013.2	
1902	4	18	 300	0	1013.0	
1902	4	18	 400	0	1013.0	
1902	4	18	 500	0	1013.2	
1902	4	18	 600	0	1013.2	
1902	4	18	 700	0	1013.0	
1902	4	18	 800	0	1013.2	
1902	4	18	 900	0	1013.3	
1902	4	18	1000	0	1013.1	
1902	4	18	1100	0	1012.9	
1902	4	18	1200	0	1012.7	
1902	4	18	1300	0	1012.0	
1902	4	18	1400	0	1011.9	
1902	4	18	1500	0	1011.5	
1902	4	18	1600	0	1011.2	
1902	4	18	1700	0	1010.8	
1902	4	18	1800	0	1010.7	
1902	4	18	1900	0	1010.8	
1902	4	18	2000	0	1011.0	
1902	4	18	2100	0	1010.8	
1902	4	18	2200	0	1010.7	
1902	4	18	2300	0	1010.4	
1902	4	18	2400	0	1010.3	
1902	4	19	 100	0	1009.7	
1902	4	19	 200	0	1009.0	
1902	4	19	 300	0	1008.4	
1902	4	19	 400	0	1007.8	
1902	4	19	 500	0	1007.4	
1902	4	19	 600	0	1007.5	
1902	4	19	 700	0	1007.5	
1902	4	19	 800	0	1007.4	
1902	4	19	 900	0	1007.0	
1902	4	19	1000	0	1007.0	
1902	4	19	1100	0	1006.2	
1902	4	19	1200	0	1005.5	
1902	4	19	1300	0	1004.7	
1902	4	19	1400	0	1004.1	
1902	4	19	1500	0	1003.8	
1902	4	19	1600	0	1002.9	
1902	4	19	1700	0	1002.5	
1902	4	19	1800	0	1002.3	
1902	4	19	1900	0	1001.9	
1902	4	19	2000	0	1002.0	
1902	4	19	2100	0	1002.1	
1902	4	19	2200	0	1002.1	
1902	4	19	2300	0	1002.5	
1902	4	19	2400	0	1002.8	
1902	4	20	 100	0	1003.0	
1902	4	20	 200	0	1003.0	
1902	4	20	 300	0	1002.7	
1902	4	20	 400	0	1003.4	
1902	4	20	 500	0	1003.7	
1902	4	20	 600	0	1004.2	
1902	4	20	 700	0	1004.9	
1902	4	20	 800	0	1004.8	
1902	4	20	 900	0	1004.0	
1902	4	20	1000	0	1003.7	
1902	4	20	1100	0	1003.2	
1902	4	20	1200	0	1002.4	
1902	4	20	1300	0	1002.7	
1902	4	20	1400	0	1002.5	
1902	4	20	1500	0	1002.8	
1902	4	20	1600	0	1003.1	
1902	4	20	1700	0	1003.4	
1902	4	20	1800	0	1003.6	
1902	4	20	1900	0	1003.5	
1902	4	20	2000	0	1003.5	
1902	4	20	2100	0	1003.3	
1902	4	20	2200	0	1003.4	
1902	4	20	2300	0	1003.4	
1902	4	20	2400	0	1003.5	
1902	4	21	 100	0	1003.4	
1902	4	21	 200	0	1003.4	
1902	4	21	 300	0	1003.6	
1902	4	21	 400	0	1003.9	
1902	4	21	 500	0	1004.1	
1902	4	21	 600	0	1004.3	
1902	4	21	 700	0	1004.5	
1902	4	21	 800	0	1004.8	
1902	4	21	 900	0	1004.8	
1902	4	21	1000	0	1005.0	
1902	4	21	1100	0	1005.5	
1902	4	21	1200	0	1005.8	
1902	4	21	1300	0	1006.1	
1902	4	21	1400	0	1006.3	
1902	4	21	1500	0	1006.1	
1902	4	21	1600	0	1005.8	
1902	4	21	1700	0	1005.6	
1902	4	21	1800	0	1005.1	
1902	4	21	1900	0	1004.8	
1902	4	21	2000	0	1004.2	
1902	4	21	2100	0	1003.6	
1902	4	21	2200	0	1002.5	
1902	4	21	2300	0	1001.7	
1902	4	21	2400	0	1000.5	
1902	4	22	 100	0	999.3	
1902	4	22	 200	0	997.9	
1902	4	22	 300	0	996.1	
1902	4	22	 400	0	994.6	
1902	4	22	 500	0	993.5	
1902	4	22	 600	0	992.4	
1902	4	22	 700	0	991.7	
1902	4	22	 800	0	991.5	
1902	4	22	 900	0	991.1	
1902	4	22	1000	0	991.1	
1902	4	22	1100	0	990.3	
1902	4	22	1200	0	989.2	
1902	4	22	1300	0	987.4	
1902	4	22	1400	0	986.3	
1902	4	22	1500	0	984.9	
1902	4	22	1600	0	986.4	
1902	4	22	1700	0	987.0	
1902	4	22	1800	0	987.1	
1902	4	22	1900	0	987.8	
1902	4	22	2000	0	988.9	
1902	4	22	2100	0	989.5	
1902	4	22	2200	0	990.3	
1902	4	22	2300	0	990.8	
1902	4	22	2400	0	991.4	
1902	4	23	 100	0	991.6	
1902	4	23	 200	0	992.9	
1902	4	23	 300	0	993.6	
1902	4	23	 400	0	994.7	
1902	4	23	 500	0	995.5	
1902	4	23	 600	0	996.8	
1902	4	23	 700	0	997.6	
1902	4	23	 800	0	998.4	
1902	4	23	 900	0	999.0	
1902	4	23	1000	0	1000.1	
1902	4	23	1100	0	1000.4	
1902	4	23	1200	0	1000.6	
1902	4	23	1300	0	1001.5	
1902	4	23	1400	0	1001.7	
1902	4	23	1500	0	1002.1	
1902	4	23	1600	0	1002.8	
1902	4	23	1700	0	1003.3	
1902	4	23	1800	0	1003.7	
1902	4	23	1900	0	1004.2	
1902	4	23	2000	0	1005.0	
1902	4	23	2100	0	1005.6	
1902	4	23	2200	0	1006.2	
1902	4	23	2300	0	1006.5	
1902	4	23	2400	0	1007.2	
1902	4	24	 100	0	1007.4	
1902	4	24	 200	0	1007.8	
1902	4	24	 300	0	1008.3	
1902	4	24	 400	0	1008.7	
1902	4	24	 500	0	1009.2	
1902	4	24	 600	0	1010.1	
1902	4	24	 700	0	1010.6	
1902	4	24	 800	0	1011.6	
1902	4	24	 900	0	1011.8	
1902	4	24	1000	0	1012.3	
1902	4	24	1100	0	1013.0	
1902	4	24	1200	0	1013.3	
1902	4	24	1300	0	1014.1	
1902	4	24	1400	0	1014.9	
1902	4	24	1500	0	1015.0	
